ai_evidence_id,firm_id,firm_name,year,ai_label,ai_label_text,evidence_type,evidence_excerpt,evidence_summary,functional_tag,source_url,source_locator,source_type,source_retrieval_date,source_sha256,source_hash_status,manual_review,confidence,adoption_interpretation,notes,source_batch,duplicate_batch_count,source_batches
TABREED_AI_2023_001,AE_DFM_TABREED,National Central Cooling Company PJSC (Tabreed),2023,3,3_core,ai_control_persistence,Artificial Intelligence control systems,"Tabreed's December 2023 25-year review says the company is harnessing decades of real-world operating data in its AI control systems, confirming persistence of core operational AI after the 2022 implementation.",operations,https://www.tabreed.ae/en/news/tabreed-celebrates-25-years-sustainable-progress-worlds-leading-district-cooling-company,"Official Tabreed release, 21 Dec 2023",official_company_news,2026-08-09,b11a7745bbbad0d737fe118866c88a841d516deb25fec41e05b6c0f868d96b8f,archived_sha256_verified,yes,high,Confirms persistence; not a new adoption event.,"The corporate timeline separately says AI trials commenced in 2023, likely referring to additional AI initiatives. The already documented 2022 autonomous Downtown Dubai implementation governs treatment timing.",research_batch_26_ai_evidence.csv,1,research_batch_26_ai_evidence.csv
CBQ_AI_2025_001,QA_CBQK,Commercial Bank of Qatar,2025,3,3_core_integration,ai_risk_and_fraud_models,AI-powered models are being leveraged to strengthen risk prediction and reinforce fraud prevention protocols,Commercial Bank states that AI-powered models are actively used for risk prediction and fraud prevention and that AI is embedded across operations.,risk_compliance,https://cbq.qa/en/about-us/news/list/commercial-bank-awarded-most-innovative-use-of-ai-technology-by-international-finance,"Official Commercial Bank release, 3 July 2025, Most Innovative Use of AI Technology; operational deployment paragraph",official_company_release_html,2026-08-10,5f2d7788c8b40151e2d987d6d7841752adaf6258095ba75c24b85ad3c3130108,archived_sha256_verified,yes,high,Core risk/fraud integration is established by 2025; the same release says the AI journey began with the 2022 Data Strategy but does not by itself prove substantive deployment in 2022.,"Score 3 because AI-powered models are stated to be deployed in risk prediction and fraud prevention, core banking risk-control workflows.",research_batch_52_ai_evidence.csv,1,research_batch_52_ai_evidence.csv
GWC_AI_2024_001,QA_GWCS,Gulf Warehousing Company Q.P.S.C.,2024,2,2_deployed,computer_vision_warehouse,integrating vision-picking technology into supply chain operations,"GWC's official April 2024 release states that vision-picking technology using computer-vision systems, cameras and AR devices was integrated into warehouse operations and reports realized increases in picking speed and reduced labor effort.",operations,https://www.gwclogistics.com/news/gwc-introduces-vision-picking-technology-in-qatar/,"GWC official release, 16 Apr 2024",official_company_news,2026-08-09,a327f8f2be427bd7e65d4b1f35ca1b1313948641f5d0b54a5f63cad43d20f463,archived_sha256_verified,yes,high,First observed qualifying computer-vision deployment in the currently audited GWC record; 2018-2023 require the same manual search protocol before assigning a definitive first-adoption year.,"Frozen codebook explicitly treats concrete computer-vision use as AI evidence. This is operational deployment, not generic automation: the source names computer-vision systems and states the technology was integrated into warehouse operations with observed performance effects.",research_batch_24_ai_evidence.csv,1,research_batch_24_ai_evidence.csv
ALRAYAN_AI_2025_001,QA_MARK,AlRayan Bank,2025,1,1_rhetoric,pilot_poc,first artificial intelligence proof of concept,The 2025 annual report states that the Bank explored artificial intelligence and initiated its first AI proof of concept.,analytics,https://marblobstorage.blob.core.windows.net/files/arbfiles/AnnualReports2019/EN/ARB-Annual-Report-2025_en.pdf,"Annual Report 2025 > operational/digital transformation discussion, PDF p.19",annual_report_pdf,2026-08-09,b6b5751e5f061eb39cef8661a87414b89827d3f32cad87427b7d5855b1fc0b22,archived_sha256_verified,yes,high,No operational adoption year is assigned. A proof of concept remains below the frozen deployment threshold; earlier years also require the same manual search protocol.,"Elsewhere the report uses broader language about beginning to leverage AI within operations, but the explicit first-PoC statement governs the conservative coding decision.",research_batch_16_ai_evidence.csv,1,research_batch_16_ai_evidence.csv
OOREDOO_QA_AI_2025_001,QA_ORDS,Ooredoo Q.P.S.C.,2025,3,3_core,sovereign_ai_cloud,sovereign AI cloud services,Ooredoo announced deployment of NVIDIA accelerated computing in its Qatar data centres to launch sovereign AI cloud services for businesses and government entities.,product_service,https://www.ooredoo.com/en/media/news_view/ooredoo-deploys-nvidia-accelerated-computing-in-qatar-ushers-in-the-countrys-next-wave-of-innovation/,"Ooredoo Group official news release, 1 Jul 2025",official_company_news,2026-08-09,,html_snapshot_hash_pending,yes,high,Strong core commercial AI-service integration by 2025. First adoption remains left-censored until 2018-2024 reports/news are exhaustively coded under the same protocol.,Commercial AI infrastructure/service launch is part of Ooredoo Qatar's core enterprise offering rather than generic internal experimentation.,research_batch_17_ai_evidence.csv,1,research_batch_17_ai_evidence.csv
QIB_AI_2021_001,QA_QIBK,Qatar Islamic Bank,2021,2,2_deployed,ai_virtual_assistant,AI Virtual Assistant Zaki,"QIB's November 2021 release reports operational transaction and account-service capabilities through its proprietary AI virtual assistant Zaki, extending the earlier pilot launch.",customer_service,https://www.qib.com.qa/en/news/qib-introduces-new-features-to-its-first-of-a-kind-ai-virtual-assistant-zaki/,"QIB official news release, 7 Nov 2021",official_company_news,2026-08-09,de84532f9be739d1153e4af221fc1b216c143014f15bc25557ea7042d38253fc,archived_sha256_verified,yes,high,First observed operational AI deployment in the currently audited public record; 2018-2020 reports require the same search protocol before a definitive first-adoption year is assigned.,"The May 2021 announcement described Zaki as pilot-stage; the November release documents operational customer transactions, so score 2 begins with the later evidence.",research_batch_19_ai_evidence.csv,1,research_batch_19_ai_evidence.csv
QIB_AI_2024_001,QA_QIBK,Qatar Islamic Bank,2024,3,3_core,ml_credit_risk,advanced AI credit risk models powered by machine learning,"QIB reports AI/ML credit-risk models that pre-approve financing and credit cards, alongside AI-powered mobile-app personalization.",risk_compliance,https://www.qib.com.qa/en/about-us/media-center/news/news-listing/2024/11/03/qib-expands-international-wallet-transfers-and-enhances-digital-aipowered-features-on-its-mobile-app,"QIB official news release, 3 Nov 2024",official_company_news,2026-08-09,65f32b2a69d5a9b191574ae1b14228a5260c98b0c47d8901e8d55c35a6bc8850,archived_sha256_verified,yes,high,Strong core banking integration by 2024; treatment remains on after the earlier 2021 operational deployment.,Credit-risk decisioning and product pre-approval are core banking processes and satisfy the v0.2 core-integration threshold.,research_batch_19_ai_evidence.csv,1,research_batch_19_ai_evidence.csv
QIB_AI_2025_001,QA_QIBK,Qatar Islamic Bank,2025,3,3_core,ai_personalization,AI-powered features,QIB's 2025 annual report describes AI-powered mobile-app features that analyze customer behavior and financial patterns to deliver personalized recommendations.,product_service,https://www.qib.com.qa/-/media/project/qib/files/annual-reports/en/qib---annual-report-2025-english.pdf?rev=e5ea1a44acba4b088f35828fa8bc1e3d,"Annual Report 2025 > digital/customer experience discussion, PDF p.9",annual_report_pdf,2026-08-09,53224f6e96b3e80077eb1d4bb15eccc373b9c1f8445cebf3d7244018399de46c,archived_sha256_verified,yes,high,Confirms persistence of core customer-facing AI integration in 2025.,Separate from the 2024 credit-risk evidence; retained to document persistence and functional breadth.,research_batch_19_ai_evidence.csv,1,research_batch_19_ai_evidence.csv
QNB_AI_2024_001,QA_QNBK,QNB Group,2024,2,2_deployed,ai_integrated_operations,integrate cutting-edge technology and AI into QNB’s operations and financial solutions and products,QNB's December 2024 Microsoft AI Tour release states that its Microsoft partnership supported integration of AI into operations and financial solutions/products.,operations,https://www.qnb.com/sites/qnb/qnbglobal/en/en12dec2024news,"Official QNB release, 12 Dec 2024",official_company_news,2026-08-09,,html_snapshot_hash_pending,yes,high,First observed explicit operational AI evidence in the currently audited QNB record; 2018-2023 require the same manual search before assigning a definitive first-adoption year.,Score 2 is conservative because the release confirms implementation but does not identify a sufficiently specific core decision system to justify score 3.,research_batch_22_ai_evidence.csv,2,research_batch_22_ai_evidence.csv|research_batch_34_ai_evidence.csv
MILAHA_AI_2018_001,QA_QNNS,Qatar Navigation Q.P.S.C. (Milaha),2018,2,2_deployed,rpa_ai_backoffice,deploy and integrate Robotic Process Automation solutions ... using software robots and artificial intelligence,Milaha's official 2018 release says the company deployed and integrated RPA in back-office operations and explicitly describes the system as using software robots and AI for data entry processing and transfer.,operations,https://www.milaha.com/en/news-and-media/milaha-deploys-robotic-process-automation-solution,"Milaha official release, 28 May 2018",official_company_news,2026-08-09,,html_snapshot_hash_pending,yes,high,Operational AI is observed at the left edge of the panel; first adoption is left-censored at <=2018 unless pre-2018 evidence is collected. Milaha should not be treated as a post-2022 newly adopting firm in staggered-adoption analysis.,"The release explicitly says deployed and integrated, so this is stronger than a partnership/MoU. RPA alone would not qualify, but the source explicitly states AI is used by the deployed system.",research_batch_23_ai_evidence.csv,1,research_batch_23_ai_evidence.csv
MILAHA_AI_2019_001,QA_QNNS,Qatar Navigation Q.P.S.C. (Milaha),2019,1,1_rhetoric,ai_logistics_mou,build a smart-logistics platform using artificial intelligence and Internet of Things elements,Milaha and Microsoft signed an MoU to build a smart-logistics platform using Azure AI and IoT elements.,operations,https://www.milaha.com/en/news-and-media/milaha-partners-microsoft-build-smart-logistics-platform,"Milaha official release, 30 Oct 2019",official_company_news,2026-08-09,,html_snapshot_hash_pending,yes,high,"Supporting strategic AI evidence, but not used as a new adoption event because operational deployment is already observed in 2018 and this source describes a build partnership rather than a completed platform.",Coded score 1 under the frozen rule that an MoU/build plan alone does not prove production deployment.,research_batch_23_ai_evidence.csv,1,research_batch_23_ai_evidence.csv
MILAHA_AI_2024_001,QA_QNNS,Qatar Navigation Q.P.S.C. (Milaha),2024,1,1_rhetoric,genai_google_cloud_collaboration,enhance data and AI capabilities,Milaha expanded its Google Cloud collaboration with a stated plan to use data analytics and generative AI to improve decision-making and customer experience.,analytics,https://www.milaha.com/en/news-and-media/milaha-enhances-data-ai-solutions-google-cloud,"Milaha official release, 24 Nov 2024",official_company_news,2026-08-09,,html_snapshot_hash_pending,yes,high,Do not treat as a new adoption year: the language is partnership/future integration and Milaha already has operational AI evidence in 2018.,Future-oriented 'will integrate'/'will gain' language is intentionally kept below deployment threshold.,research_batch_23_ai_evidence.csv,1,research_batch_23_ai_evidence.csv
UDC_AI_2025_001,QA_UDCD,United Development Company Q.P.S.C.,2025,3,3_core_integration,ai_enabled_service_delivery,The app centralizes resident and visitor services ... into a single platform supported by an omnichannel AI assistant,UDC reports an AI-supported service platform and an intelligent facilities-management ecosystem used across The Pearl and Gewan Islands for maintenance and service operations.,operations,https://udcqatar.com/en/Media-Room/Press-Releases/Middle-East-Enterprise-AI,"Official UDC release, 16/17 November 2025, Middle East Enterprise AI & Analytics Summit awards; deployed FM/maintenance operations and Pearl Island Super App passages",official_company_release_html,2026-08-10,0f3547eafea052ae00ec3dfeb47e3b6ab474914ae2b932fa6c455b2aa4b1a399,archived_sha256_verified,yes,high,Core AI-enabled service delivery is established in 2025; earlier timing requires separate evidence.,"Score 3 because the AI assistant is part of deployed resident/service delivery and the same disclosure describes a transformed maintenance/operations workflow, satisfying core service/workflow integration.",research_batch_52_ai_evidence.csv,1,research_batch_52_ai_evidence.csv
VODAFONE_QA_AI_2021_001,QA_VFQS,Vodafone Qatar P.Q.S.C.,2021,2,2_deployed,ai_chatbot,"Labeeb, one of the first AI powered chatbots in Qatar",Vodafone Qatar's annual-report history records introduction of Labeeb as an AI-powered chatbot in 2021.,customer_service,https://www.vodafone.qa/en/investor-relations/financials/Annual-Report-2023,Annual Report 2023 > company milestones > 2021,annual_report_html,2026-08-09,8e80f97ec94c9968a5456f60b71415974632a08f478e11d59e0c8547d63f5f11,archived_sha256_verified,yes,high,First observed operational deployment in the currently audited record; 2018-2020 remain subject to identical manual search before assigning a definitive first-adoption year.,Named deployed customer-service chatbot meets the score-2 operational threshold.,research_batch_18_ai_evidence.csv,1,research_batch_18_ai_evidence.csv
VODAFONE_QA_AI_2023_001,QA_VFQS,Vodafone Qatar P.Q.S.C.,2023,2,2_deployed,ai_ekyc_facial_recognition,AI facial recognition,Vodafone Qatar launched eKYC mobile SIM activation using AI facial recognition for digital customer onboarding.,operations,https://www.vodafone.qa/en/about-us/media/press-release/vodafone-qatar-launches-ekyc,Vodafone Qatar official 2023 eKYC launch announcement,official_company_news,2026-08-09,,html_snapshot_hash_pending,yes,high,Confirms persistent operational AI use after the 2021 chatbot evidence.,Core customer onboarding use is concrete; score 2 is retained conservatively rather than treating one process feature as enterprise-wide core integration.,research_batch_18_ai_evidence.csv,1,research_batch_18_ai_evidence.csv
VFQ_AI_2024_001,QA_VFQS,Vodafone Qatar P.Q.S.C.,2024,3,3_core,ai_powered_customer_product,world-first launch of our Instant SIM. This AI-powered technology offers Vodafone Qatar customers instant connectivity,Vodafone Qatar's 2024 annual report describes an AI-powered Instant SIM as a launched customer product and separately states major investment in cloud and AI technologies with Azure OpenAI and a planned GenAI Centre of Excellence.,product_service,https://www.vodafone.qa/en/investor-relations/financials/Annual-Report-2024,Annual Report 2024 > CEO message > From Telco to Techo / Empowering Customers Through Innovation,annual_report_html,2026-08-09,878dd021dfcba487e20cd027c13d0a255e348009b603e91ce59090ef04174795,archived_sha256_verified,yes,high,Direct evidence of a launched AI-powered customer product in 2024; first observed treatment year remains left-censored until 2018-2023 reports are searched under the same protocol.,"Score 3 is based on the launched AI-powered Instant SIM embedded in customer service delivery, not on the partnership or future GenAI Centre of Excellence language alone.",research_batch_33_ai_evidence.csv,1,research_batch_33_ai_evidence.csv
VODAFONE_QA_AI_2024_001,QA_VFQS,Vodafone Qatar P.Q.S.C.,2024,3,3_core,ai_instant_sim,AI-powered technology,Vodafone Qatar's 2024 annual report describes launch of Instant SIM using AI-powered technology and a strategic Microsoft collaboration around Azure/OpenAI and a generative-AI centre of excellence.,product_service,https://www.vodafone.qa/en/investor-relations/financials/Annual-Report-2024,Annual Report 2024 > technology/digital milestones,annual_report_html,2026-08-09,878dd021dfcba487e20cd027c13d0a255e348009b603e91ce59090ef04174795,archived_sha256_verified,yes,high,Strong customer-facing core product/service integration by 2024; treatment remains on thereafter.,The explicit AI-powered Instant SIM launch is the primary evidence; broader GenAI partnership language is supporting context only.,research_batch_18_ai_evidence.csv,1,research_batch_18_ai_evidence.csv
RIYAD_AI_2024_001,SA_1010,Riyad Bank,2024,3,3_core,ai_center_core_operations,"advanced analytics, machine learning, and artificial intelligence (AI) tools",Riyad Bank launched a Center of Intelligence using advanced analytics ML and AI; the annual report links the center to operational efficiency data-driven decisions and bank-wide innovation.,analytics,https://www.riyadbank.com/web/annual-reports-2024/chairman-statement,Annual Report 2024 > Chairman's Statement > Center of Intelligence,annual_report_html,2026-08-09,cf6ddcde8411c8b2be5aaab46750601fa638afaf2e4723403136e341b9cf62d1,archived_sha256_verified,yes,high,First observed core-integration evidence in the currently audited reports; pre-2024 AI history remains to be manually coded before assigning a first-adoption year.,"The report also cites machine learning in trade operations and AI solutions/customer intelligence awards; core score is based on the bank-operated Center of Intelligence and operational-use description, not awards alone.",research_batch_03_ai_evidence.csv,1,research_batch_03_ai_evidence.csv
BSF_AI_2025_RETRO_001,SA_1050,Banque Saudi Fransi (BSF),2025,1,1_rhetoric,retrospective_ai_analytics_baseline,AI and analytics use cases <5,BSF's February 2026 Strategy 2030 announcement reports a 2025 baseline of fewer than five combined AI-and-analytics use cases and sets a 2030 target of 50+.,analytics,https://bsf.sa/english/news/bsf-strategy-2030,BSF Strategy 2030 announcement dated 2026-02-16; Strategic Ambitions 2030 KPI table,company_news_html,2026-08-09,41b95865a22dfd495af0cd6dfd7522361bbd94ba8d77b4c812a396b5c8bed8f8,archived_sha256_verified,yes,medium,Retrospective evidence suggests some AI/analytics capability existed by 2025 but the combined metric does not establish that any specific use case was AI rather than advanced analytics. Keep below treatment threshold pending 2025 annual-report use-case evidence.,Post-period publication reporting a 2025 baseline; do not treat as first-adoption evidence.,research_batch_04_ai_evidence.csv,1,research_batch_04_ai_evidence.csv
ARB_AI_2021_001,SA_1120,Al Rajhi Banking and Investment Corporation,2021,2,2_deployed,operational_data_ai,data insights and Artificial Intelligence (AI),Retail Banking reports using data insights and AI to improve product offerings customer experience and cross-selling.,marketing,https://www.alrajhibank.com.sa/ir/business_in_perspective/bpr_retail_banking.html,Annual Report 2021 > Retail Banking Group > Maintaining market leadership,annual_report_html,2026-08-09,7a58199a23b8a62a6dc0076b798072d4f173107bd8858c6133e1e90509751118,archived_sha256_verified,yes,high,First observed explicit operational AI evidence in the currently audited reports; adoption is left-censored until 2018-2020 reports receive the same manual search protocol.,Concrete business use in a named banking function; qualifies as deployed under v0.2 codebook.,research_batch_01_ai_evidence.csv,1,research_batch_01_ai_evidence.csv
ARB_AI_2022_001,SA_1120,Al Rajhi Banking and Investment Corporation,2022,3,3_core,core_risk_ai,"leveraging Cognitive Analytics, AI and Machine Learning",The anti-fraud function reports AI and machine-learning-based prevention and detection capabilities plus predictive behavioral analytics.,risk_compliance,https://www.alrajhibank.com.sa/ir22/esg_report/esg_report.html,Annual Report 2022 > ESG report > Anti-fraud Function,annual_report_html,2026-08-09,6ec85a6bfa8f87b6b874875875fbd8bd48eea97e4082ad008e8638fe02a5cb23,archived_sha256_verified,yes,high,Confirms persistent and core operational deployment by 2022.,Risk and fraud detection is a core banking control function; score 3 is justified by explicit operational use.,research_batch_01_ai_evidence.csv,1,research_batch_01_ai_evidence.csv
ARB_AI_2023_001,SA_1120,Al Rajhi Banking and Investment Corporation,2023,2,2_deployed,operational_ai_infrastructure,workloads powered by Artificial Intelligence (AI),Shared Services reports cloud infrastructure supporting AI-powered workloads for fraud detection and data management.,risk_compliance,https://www.alrajhibank.com.sa/ir23/business_in_perspective/shared_services_group.html,Annual Report 2023 > Shared Services Group > Information Technology,annual_report_html,2026-08-09,ec8326edfd34879473ae2106e1a12c1570f48bf6ca7e7062a3de9e8381f4a612,archived_sha256_verified,yes,high,Persistent deployment after the 2021 first-observed operational evidence.,"Operational infrastructure is explicit; evidence is less function-specific than the 2022 anti-fraud disclosure, hence score 2.",research_batch_01_ai_evidence.csv,1,research_batch_01_ai_evidence.csv
ARB_AI_2024_001,SA_1120,Al Rajhi Banking and Investment Corporation,2024,2,2_deployed,genai_ml_customer_analytics,GenAI and Machine Learning,The bank reports using GenAI and machine learning within expanding data capabilities to hyper-personalize customer experience.,marketing,https://www.alrajhibank.com.sa/ir24/customer_engagement_and_responsible_banking/digital_transformation.html,Annual Report 2024 > Digital Transformation > data capabilities,annual_report_html,2026-08-09,93812644f16368f359a46eb7ac37bb10295306859eaed4d01998ab9c3d5e8063,archived_sha256_verified,yes,high,Persistent deployment; treatment remains on under a first-adoption design.,"Concrete use is reported, but this record alone does not establish material workflow redesign.",research_batch_01_ai_evidence.csv,1,research_batch_01_ai_evidence.csv
ARB_AI_2025_001,SA_1120,Al Rajhi Banking and Investment Corporation,2025,3,3_core,embedded_ml_decision_engines,embedded across decision engines,Machine-learning and predictive models are reported as embedded in decision engines for credit scoring fraud detection behavioral insights and lifecycle management.,risk_compliance,https://www.alrajhibank.com.sa/ir25/customer_engagement_and_responsible_banking/innovation_and_product_development.html,Annual Report 2025 > Innovation and product development > Group-wide insights and real-time marketing,annual_report_html,2026-08-09,23aa59569380b1080c53125cd9b7f89a1aea8f33874e6be0bb3d67f0a0964354,archived_sha256_verified,yes,high,Strong evidence of mature core integration by 2025.,Explicit embedding in credit and fraud decision processes meets the v0.2 core-integration threshold.,research_batch_01_ai_evidence.csv,1,research_batch_01_ai_evidence.csv
ALINMA_AI_2023_001,SA_1150,Alinma Bank,2023,2,2_deployed,digital_cross_selling_ai,launched AI capabilities and digital cross-selling,The 2023 digital report states that Alinma launched AI capabilities alongside digital cross-selling as part of its digital achievements.,marketing,https://www.alinma.com/air/digital.html,Annual Report 2023 > Digital > 2023 Digital highlights and achievements,annual_report_html,2026-08-09,92d6bc8a92025ec2a253305e9b7078aed81c093421996d1ebc9def6466141a69,archived_sha256_verified,yes,medium_high,First observed operational deployment in the currently audited reports; left-censored until 2018-2022 reports are manually searched under the same protocol.,The source describes launch rather than future intent; score 2 is conservative because the specific model/use-case architecture is not disclosed.,research_batch_02_ai_evidence.csv,1,research_batch_02_ai_evidence.csv
ALINMA_AI_2024_001,SA_1150,Alinma Bank,2024,2,2_deployed,cvm_ai_analytics,deployment of AI across more than 20 customer value management (CVM) scenarios,The Bank reports AI-powered analytics and deployment across more than 20 CVM scenarios for personalized product recommendations.,marketing,https://www.alinma.com/2024/air/digital.html,Annual Report 2024 > Digital Transformation and Innovation > Driving experience and efficiency with AI,annual_report_html,2026-08-09,5ab9d1d5bbcdbb00864edd551734787f50eb5c8561d89f6ba3c79e3668345395,archived_sha256_verified,yes,high,Confirms persistent deployment after 2023 and provides unusually concrete use-case count.,Generative AI is separately described as being explored for internal use; that exploratory GenAI statement is not used to raise this label.,research_batch_02_ai_evidence.csv,1,research_batch_02_ai_evidence.csv
ALINMA_AI_2025_001,SA_1150,Alinma Bank,2025,3,3_core,enterprise_ai_embedding,"AI was progressively embedded across customer engagement, risk management, operational efficiency, and decision support",The Board reports enterprise-grade AI capabilities embedded across customer engagement risk management operations and decision support; the report also states 10 live AI use cases.,risk_compliance,https://www.alinma.com/2025/air/leadership/chairman.html,Annual Report 2025 > Chairman's Statement > Artificial intelligence as a strategic differentiator,annual_report_html,2026-08-09,6d5ea8e092f14a74f34442d406447eca9c7d2a399022c62e2ea053db12845c1f,archived_sha256_verified,yes,high,Strong core-integration evidence; treatment remains on in first-adoption specifications.,Cross-check: the 2025 at-a-glance page independently reports 10 live AI use cases focused on customer experience and internal operational efficiency.,research_batch_02_ai_evidence.csv,1,research_batch_02_ai_evidence.csv
SABIC_AI_2021_001,SA_2010,Saudi Basic Industries Corporation (SABIC),2021,2,2_deployed,ehss_ai_ml,"strengthened our EHSS management, performance monitoring, and stewardship through digitalization and use of artificial intelligence and machine learning",SABIC's 2021 Sustainability Report explicitly states that AI and machine learning were used to strengthen EHSS management and performance monitoring.,operations,https://www.sabic.com/en/reports/sustainability-2021/EHSS/our-approach,Sustainability Report 2021 > EHSS and Product Stewardship > Our Approach and Performance,sustainability_report_html,2026-08-09,b150655f7cdd8e22ffbf188222be045d4b7de61d8f9ef24f4e1cf1d93c61bfed,archived_sha256_verified,yes,high,First observed explicit operational AI evidence in the currently audited SABIC material; adoption is left-censored at <=2021 until 2018-2020 reports are searched under the same protocol.,EHSS performance monitoring is an operational support function. Score 2 is conservative because the disclosure does not show AI embedded directly in production control or product delivery.,research_batch_06_ai_evidence.csv,1,research_batch_06_ai_evidence.csv
ARAMCO_AI_2025_001,SA_2222,Saudi Arabian Oil Company (Aramco),2025,3,3_core_integration,industrial_ai_core_operations,"we are able to drive our drilling operations autonomously to be able to maximize production, reduce costs and help to reduce emissions",Aramco states that AI is used from exploration through production and can autonomously drive drilling operations to improve production outcomes.,production,https://www.aramco.com/en/news-media/speeches/2025/remarks-by-ahmad-al-khowaiter-at-leap-2025,"Official Aramco LEAP 2025 remarks by EVP Technology & Innovation, published 2025; operational AI passage on exploration, predictive equipment health and autonomous drilling",official_company_speech_html,2026-08-10,,html_snapshot_hash_pending,yes,high,Substantive core integration is established by 2025; earlier 2018-2024 adoption timing remains a separate left-censoring search question.,"Score 3 under codebook because AI is described as directly embedded in core exploration/production and autonomous drilling operations, not as a plan or generic analytics.",research_batch_52_ai_evidence.csv,1,research_batch_52_ai_evidence.csv
ALMARAI_AI_2025_001,SA_2280,Almarai Company,2025,2,2_operational_deployment,enterprise_ai_productivity,Expanded AI productivity tools and established an AI Centre of Excellence to set standards and oversight,Almarai's 2025 annual report states that deployed AI productivity tools were expanded and an AI Centre of Excellence established for governance.,other,https://annualreport.almarai.com/strategy-and-performance/spotlight-digital-transformation/,"Almarai Annual Report 2025, Strategy and Performance, Spotlight: Digital Transformation, Responsible AI governance strengthened",annual_report_html,2026-08-10,f60e0b1613bae4a82ca0c8e99a74383890e76ed17eba53be05bb3fb606bfafa9,archived_sha256_verified,yes,high,Operational AI use is established in 2025; the passage alone does not establish earlier adoption.,"Score 2 because implemented AI productivity tools are explicitly being expanded, but the passage does not show AI materially embedded in a core production/pricing/service-delivery process.",research_batch_52_ai_evidence.csv,1,research_batch_52_ai_evidence.csv
YCC_AI_2025_001,SA_3060,Yanbu Cement Company,2025,3,3_core,ai_industrial_automation,expanding AI-driven industrial automation applications,"Yanbu Cement's official 2025 Board report says the company expanded automation and AI applications in operational and administrative processes, used AI solutions for faster plant-data analysis and decision-making, and expanded AI-driven industrial automation applications supporting forecasting, proactive maintenance and plant efficiency.",production,https://www.saudiexchange.sa/Resources/fsPdf/428_0_2026-03-31_13-54-45_En.pdf,"Board of Directors Report 2025, Operational Performance Summary, PDF pp.21-22",annual_report_pdf,2026-08-09,57cf433cee161fb77b6f047c2c17b57fd9e0c7ec3eaf2421253c7f2e536f6773,archived_sha256_verified,yes,high,"Strong core-integration evidence by 2025; wording says the company 'continued' to expand AI, so true adoption is left-censored and must not be assigned to 2025 without earlier dated evidence.",Core manufacturing use meets score-3 threshold. Separate customer-service AI and AI governance disclosures in the same report corroborate broad organizational integration.,research_batch_08_ai_evidence.csv,1,research_batch_08_ai_evidence.csv
JARIR_AI_2022_001,SA_4190,Jarir Marketing Company,2022,1,1_rhetoric,future_ai_personalization,"During the year 2023, Jarir aims to ... personalise ... through the use of programs and tools supported by artificial intelligence",Jarir's 2022 sustainability report describes AI-supported personalization as a future-year objective rather than an already deployed system.,marketing,https://wps-media.jarir.com/wp-content/uploads/2023/11/Jarir-Sustainability-Report_2022-En.pdf,Sustainability Report 2022 > Customer experience / future objectives,sustainability_report_pdf,2026-08-09,,pending_local_download_for_sha256,yes,high,Does not establish operational AI adoption in 2022. No production treatment year is assigned from this record.,Manually searched 2022-2025 materials do not yet yield a clearly dated operational AI use; broader ML/NLP/chatbot dictionary searches and 2018-2021 reports remain required before treating missing evidence as no adoption.,research_batch_07_ai_evidence.csv,1,research_batch_07_ai_evidence.csv
SEC_AI_2022_001,SA_5110,Saudi Electricity Company,2022,3,3_core,ai_grid_monitoring_maintenance,"innovative solutions supported by artificial intelligence techniques, aimed at automating monitoring and maintenance procedures","Saudi Electricity Company presented already-operating AI-supported solutions for monitoring and maintenance, including technology used for overhead-line inspection and smart maintenance centers linked to station monitoring systems.",operations,https://www.spa.gov.sa/2384412,"Saudi Press Agency, 15 September 2022 > Global AI Summit demonstration of SEC operational solutions",official_state_news,2026-08-09,b321c5d3f371662b0c4a4fe8c12cd166e7de1c8529ef63801f245e21654e3336,archived_sha256_verified,yes,high,First observed core operational AI evidence in the currently audited SEC material; treatment is left-censored until 2018-2021 reports and disclosures are searched under the same protocol.,Grid monitoring and maintenance are core electricity-network operations. A separate 14 September 2022 MoU announcement is not used as treatment evidence because agreements/training alone do not establish deployment.,research_batch_06_ai_evidence.csv,1,research_batch_06_ai_evidence.csv
STC_AI_2022_001,SA_7010,Saudi Telecom Company (stc),2022,1,1_rhetoric,research_training_ecosystem,Artificial Intelligence & Internet of Things Hackathon,stc reports an AI and IoT hackathon with Nokia targeting Group employees and university students.,other,https://www.stc.com.sa/content/dam/stc/stc-annual-report-2022/en/human-resources.html,Annual Report 2022 > Human Resources > Talent Development and Retention enablement,annual_report_html,2026-08-09,0c1c9c197cc19f6082374a4c6625b8b922c56d9c0fe360501a8dc6f9eca39a2e,archived_sha256_verified,yes,high,Does not establish operational AI adoption by itself.,Training/hackathon evidence is intentionally coded below the deployment threshold.,research_batch_01_ai_evidence.csv,1,research_batch_01_ai_evidence.csv
